serial_number,item_name,room,building,department,entry_date,status,disposal_date,price,is_ewaste,item_age_years,item_category,default_life_years,warranty_years,out_of_warranty,exceeded_life,current_value,estimated_repair_cost,repair_cost_ratio,itad_decision
557400012.0,"Lenovo LCD 18.5""",A.Shaheen308,عزيز شاهين,دائرة الفلسفة والدراسات الثقافية,2011-01-08,Out,,112.902725,0,15.33744010951403,display,7,3,1,1,0.0,28.22568125,28.22568125,Review for E-Waste
556500002.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",A.Shaheen304,عزيز شاهين,دائرة الفلسفة والدراسات الثقافية,2011-01-10,Out,,444.86914,0,15.331964407939768,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
556500003.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",ART309,عزيز شاهين,دائرة الفلسفة والدراسات الثقافية,2011-01-10,Out,,444.86914,0,15.331964407939768,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
556500004.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",A.Shaheen002,عزيز شاهين,قسم الدعم الفني,2011-01-10,Out,,444.86914,0,15.331964407939768,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
556500005.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",ART309,عزيز شاهين,دائرة الفلسفة والدراسات الثقافية,2011-01-10,Out,,444.86914,0,15.331964407939768,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
556500006.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",A.Shaheen306,عزيز شاهين,دائرة الفلسفة والدراسات الثقافية,2011-01-10,Out,,444.86914,0,15.331964407939768,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
556500007.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",A.Shaheen304,عزيز شاهين,دائرة الفلسفة والدراسات الثقافية,2011-01-10,Out,,142.06233,0,15.331964407939768,display,7,3,1,1,0.0,35.5155825,35.5155825,Review for E-Waste
556500008.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2011-01-10,Damage,4/25/2018,142.06233,1,15.331964407939768,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
556500009.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2011-01-10,Damage,6/20/2020,142.06233,1,15.331964407939768,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
556500010.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",ART309,عزيز شاهين,دائرة الفلسفة والدراسات الثقافية,2011-01-10,Out,,142.06233,0,15.331964407939768,display,7,3,1,1,0.0,35.5155825,35.5155825,Review for E-Waste
556500011.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2011-01-10,Damage,11/30/2020,142.06233,1,15.331964407939768,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
556500012.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2011-01-10,Damage,11/30/2020,142.06233,1,15.331964407939768,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
555400001.0,"NXT LEGO Mindstorm Education Kit,Including rechargeable battrey",ENG359,عقاد,دائرة الهندسة الميكانيكية والميكاترونكس,2011-01-08,Out,,608.85375,0,15.33744010951403,other,6,2,1,1,0.0,152.2134375,152.2134375,Review for E-Waste
555400002.0,"NXT LEGO Mindstorm Education Kit,Including rechargeable battrey",ENG359,عقاد,دائرة الهندسة الميكانيكية والميكاترونكس,2011-01-08,Out,,608.85375,0,15.33744010951403,other,6,2,1,1,0.0,152.2134375,152.2134375,Review for E-Waste
555400003.0,"NXT LEGO Mindstorm Education Kit,Including rechargeable battrey",ENG359,عقاد,دائرة الهندسة الميكانيكية والميكاترونكس,2011-01-08,Out,,608.85375,0,15.33744010951403,other,6,2,1,1,0.0,152.2134375,152.2134375,Review for E-Waste
555400004.0,"NXT LEGO Mindstorm Education Kit,Including rechargeable battrey",ENG359,عقاد,دائرة الهندسة الميكانيكية والميكاترونكس,2011-01-08,Out,,608.85375,0,15.33744010951403,other,6,2,1,1,0.0,152.2134375,152.2134375,Review for E-Waste
557500001.0,"Dell Latitude E5410 ,Monitor 14.1"" WXGA ,intel Core i5-520M ,Mobile intel @HM55 express Chipset ,4GB ,DDR3,320GB  Prima6-cell 60w /hr LI-ION",ART309,عزيز شاهين,دائرة الفلسفة والدراسات الثقافية,2011-01-11,Out,,836.15915,0,15.329226557152635,other,6,2,1,1,0.0,209.0397875,209.0397875,Review for E-Waste
557500002.0,"HP Scanner ,Model #N6310",,Unknown,Unknown,2011-01-11,Damage,11/1/2025,600.7357,1,15.329226557152635,printer,6,2,1,1,0.0,150.183925,150.183925,Recycle / Dispose
557500003.0,"Brother Laser Fax ,Model # 8360B/W",,Unknown,Unknown,2011-01-11,Damage,1/30/2019,503.3191,1,15.329226557152635,printer,6,2,1,1,0.0,125.829775,125.829775,Recycle / Dispose
540100001.0,"Mac book Pro13 ,Core 2 Deo 2.4 GHz",,Unknown,Unknown,2011-01-13,Damage,6/20/2020,1347.30381,1,15.323750855578371,hvac,10,5,1,1,108.55893532731014,336.8259525,3.1027013251783875,Recycle / Dispose
562700001.0,"Dell E-Port -Plus  Replicator Includes ( USB , eSATA , VGA , Display Port , DVI, Audio , Network , PS-2 Keyboard and Mouse  , Serial & Parallel ) With Power Module",,Unknown,Unknown,2011-01-13,Damage,6/23/2020,121.77075,1,15.323750855578371,other,6,2,1,1,0.0,30.4426875,30.4426875,Recycle / Dispose
560500001.0,"Vivitek  LCD Projector #D511 ,2600 ANSI ,XGA(1024*768),HDMI input , bag included",SCI111,كلية العلوم,دائرة الأحياء والكيمياء الحيوية,2011-01-19,Out,,580.671,0,15.30732375085558,display,7,3,1,1,0.0,145.16775,145.16775,Review for E-Waste
554700001.0,"NETGEAR WIRLESS ACCESS POINT ""WG103IS""",,Unknown,Unknown,2011-01-22,Damage,2/27/2020,128.2581,1,15.299110198494182,hvac,10,5,1,1,10.524011655030808,32.064525,3.046796796796795,Recycle / Dispose
554700002.0,"NETGEAR WIRLESS ACCESS POINT ""WG103IS""",,Unknown,Unknown,2011-01-22,Damage,2/27/2020,128.2581,1,15.299110198494182,hvac,10,5,1,1,10.524011655030808,32.064525,3.046796796796795,Recycle / Dispose
554700003.0,"NETGEAR WIRLESS ACCESS POINT ""WG103IS""",,Unknown,Unknown,2011-01-22,Damage,2/27/2020,128.2581,1,15.299110198494182,hvac,10,5,1,1,10.524011655030808,32.064525,3.046796796796795,Recycle / Dispose
554700004.0,"NETGEAR WIRLESS ACCESS POINT ""WG103IS""",,Unknown,Unknown,2011-01-22,Damage,2/27/2020,128.2581,1,15.299110198494182,hvac,10,5,1,1,10.524011655030808,32.064525,3.046796796796795,Recycle / Dispose
554700005.0,"NETGEAR WIRLESS ACCESS POINT ""WG103IS""",,Unknown,Unknown,2011-01-22,Damage,2/27/2020,128.2581,1,15.299110198494182,hvac,10,5,1,1,10.524011655030808,32.064525,3.046796796796795,Recycle / Dispose
554700006.0,"NETGEAR WIRLESS ACCESS POINT ""WG103IS""",,Unknown,Unknown,2011-01-22,Damage,2/27/2020,128.2581,1,15.299110198494182,hvac,10,5,1,1,10.524011655030808,32.064525,3.046796796796795,Recycle / Dispose
554700007.0,"NETGEAR WIRLESS ACCESS POINT ""WG103IS""",,Unknown,Unknown,2011-01-22,Damage,2/27/2020,128.2581,1,15.299110198494182,hvac,10,5,1,1,10.524011655030808,32.064525,3.046796796796795,Recycle / Dispose
554700008.0,"NETGEAR WIRLESS ACCESS POINT ""WG103IS""",,Unknown,Unknown,2011-01-22,Damage,2/27/2020,128.2581,1,15.299110198494182,hvac,10,5,1,1,10.524011655030808,32.064525,3.046796796796795,Recycle / Dispose
554700009.0,"NETGEAR WIRLESS ACCESS POINT ""WG103IS""",,Unknown,Unknown,2011-01-22,Damage,2/27/2020,128.2581,1,15.299110198494182,hvac,10,5,1,1,10.524011655030808,32.064525,3.046796796796795,Recycle / Dispose
554700010.0,"NETGEAR WIRLESS ACCESS POINT ""WG103IS""",,Unknown,Unknown,2011-01-22,Damage,2/27/2020,128.2581,1,15.299110198494182,hvac,10,5,1,1,10.524011655030808,32.064525,3.046796796796795,Recycle / Dispose
557000001.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",,Unknown,Unknown,2011-01-25,Damage,3/2/2020,444.86914,1,15.290896646132786,other,6,2,1,1,0.0,111.217285,111.217285,Recycle / Dispose
557000002.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",,Unknown,Unknown,2011-01-25,Damage,3/2/2020,444.86914,1,15.290896646132786,other,6,2,1,1,0.0,111.217285,111.217285,Recycle / Dispose
557000003.0,Xerox Phaser  Laser  B/W Printer #3600,,Unknown,Unknown,2011-01-25,Damage,8/18/2022,323.71522,1,15.290896646132786,printer,6,2,1,1,0.0,80.928805,80.928805,Recycle / Dispose
557000004.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2011-01-25,Damage,3/2/2020,142.06233,1,15.290896646132786,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
557000005.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2011-01-25,Damage,3/2/2020,142.06233,1,15.290896646132786,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
551700001.0,Xerox Phaser  Laser  B/W Printer #3600,PNH304,مبنى كلية الصيدلة والتمريض والمهن الصحية,دائرة التمريض,2011-01-25,Out,,323.90665,0,15.290896646132786,printer,6,2,1,1,0.0,80.9766625,80.9766625,Review for E-Waste
557600002.0,"LG LCD Video Projector ,Model #LG BS 275",,Unknown,Unknown,2011-01-26,Damage,11/30/2020,512.746,1,15.288158795345652,display,7,3,1,1,0.0,128.1865,128.1865,Recycle / Dispose
564800001.0,Jetion 3D Scanner,,Unknown,Unknown,2011-01-26,Damage,5/27/2015,219.8625,1,15.288158795345652,printer,6,2,1,1,0.0,54.965625,54.965625,Recycle / Dispose
563900001.0,"Juniper EX2200-48T-4G ,Full managed layer -2and layer-3 switch,48-port 10/100/100bBASE-T Ethernet Switch,4-port SFP Gigabit Ethernet uplink ports",Baramki106,برامكي,قسم الدعم الفني,2011-01-26,Out,,1458.81713,0,15.288158795345652,network,6,3,1,1,0.0,364.7042825,364.7042825,Review for E-Waste
563900002.0,"Juniper EX2200-48T-4G ,Full managed layer -2and layer-3 switch,48-port 10/100/100bBASE-T Ethernet Switch,4-port SFP Gigabit Ethernet uplink ports",Baramki106,برامكي,قسم الدعم الفني,2011-01-26,Out,,1458.81713,0,15.288158795345652,network,6,3,1,1,0.0,364.7042825,364.7042825,Review for E-Waste
563900003.0,"Juniper EX2200-48T-4G ,Full managed layer -2and layer-3 switch,48-port 10/100/100bBASE-T Ethernet Switch,4-port SFP Gigabit Ethernet uplink ports",Baramki106,برامكي,قسم الدعم الفني,2011-01-26,Out,,1458.81713,0,15.288158795345652,network,6,3,1,1,0.0,364.7042825,364.7042825,Review for E-Waste
563900004.0,"Juniper EX2200-48T-4G ,Full managed layer -2and layer-3 switch,48-port 10/100/100bBASE-T Ethernet Switch,4-port SFP Gigabit Ethernet uplink ports",Baramki106,برامكي,قسم الدعم الفني,2011-01-26,Out,,1458.81713,0,15.288158795345652,network,6,3,1,1,0.0,364.7042825,364.7042825,Review for E-Waste
563900005.0,JUNIPER Switch EX2200 24 Gigabit Ports # EX2200-24T-G,Baramki106,برامكي,قسم الدعم الفني,2011-01-26,Out,,809.36604,0,15.288158795345652,network,6,3,1,1,0.0,202.34151,202.34151,Review for E-Waste
563900006.0,JUNIPER Switch EX2200 24 Gigabit Ports # EX2200-24T-G,Baramki106,برامكي,قسم الدعم الفني,2011-01-26,Out,,809.36604,0,15.288158795345652,network,6,3,1,1,0.0,202.34151,202.34151,Review for E-Waste
563900007.0,JUNIPER Switch EX2200 24 Gigabit Ports # EX2200-24T-G,Baramki106,برامكي,قسم الدعم الفني,2011-01-26,Out,,809.36604,0,15.288158795345652,network,6,3,1,1,0.0,202.34151,202.34151,Review for E-Waste
563900008.0,JUNIPER Switch EX2200 24 Gigabit Ports # EX2200-24T-G,Baramki106,برامكي,قسم الدعم الفني,2011-01-26,Out,,809.36604,0,15.288158795345652,network,6,3,1,1,0.0,202.34151,202.34151,Review for E-Waste
564000001.0,JUNIPER SFP 1000Base-SX Fiber Module # EX-SFP-1GE-SX,Baramki106,برامكي,قسم الدعم الفني,2011-01-27,Out,,202.95125,0,15.285420944558522,other,6,2,1,1,0.0,50.7378125,50.7378125,Review for E-Waste
564000002.0,JUNIPER SFP 1000Base-SX Fiber Module # EX-SFP-1GE-SX,Baramki106,برامكي,قسم الدعم الفني,2011-01-27,Out,,202.95125,0,15.285420944558522,other,6,2,1,1,0.0,50.7378125,50.7378125,Review for E-Waste
564000003.0,JUNIPER SFP 1000Base-SX Fiber Module # EX-SFP-1GE-SX,Baramki106,برامكي,قسم الدعم الفني,2011-01-27,Out,,202.95125,0,15.285420944558522,other,6,2,1,1,0.0,50.7378125,50.7378125,Review for E-Waste
564000004.0,JUNIPER SFP 1000Base-SX Fiber Module # EX-SFP-1GE-SX,Baramki106,برامكي,قسم الدعم الفني,2011-01-27,Out,,202.95125,0,15.285420944558522,other,6,2,1,1,0.0,50.7378125,50.7378125,Review for E-Waste
520400001.0,"Flexcart24 Wireless Mobile Computer Lab ,Including:Wirless Access Point ,Switch D-Link 8 port 10/100 Switch ,Gomeh UPS ,1.4KVA,Labtop Charging Technology",IOL243,معهد الحقوق,معهد الحقوق,2011-01-27,Out,,3474.1,0,15.285420944558522,computer,5,3,1,1,0.0,868.525,868.525,Review for E-Waste
520400002.0,Dell LCD Projector #1210S,,Unknown,Unknown,2011-01-27,Damage,1/17/2019,510.48,1,15.285420944558522,display,7,3,1,1,0.0,127.62,127.62,Recycle / Dispose
545600001.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",WKS211,مشاغل الهندسة,دائرة الهندسة الكهربائية وهندسة الحاسوب,2010-12-20,Out,,444.86914,0,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
545600002.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",,Unknown,Unknown,2010-12-20,Damage,2/26/2020,444.86914,1,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Recycle / Dispose
545600003.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",ENG345,عقاد,دائرة الهندسة الكهربائية,2010-12-20,Out,,444.86914,0,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
545600004.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",ENG345,عقاد,دائرة الهندسة الكهربائية,2010-12-20,Out,,444.86914,0,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
545600005.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",Aggad331/2,عقاد,دائرة الهندسة الكهربائية,2010-12-20,Out,,444.86914,0,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
545600006.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",Aggad310,عقاد,دائرة الهندسة الكهربائية,2010-12-20,Out,,444.86914,0,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
545600007.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",ENG345,عقاد,دائرة الهندسة الكهربائية,2010-12-20,Out,,444.86914,0,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
545600008.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",Aggad302,المصري,كلية الهندسة والتكنولوجيا,2010-12-20,Out,,444.86914,0,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
545600009.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",Aggad310,عقاد,دائرة الهندسة الكهربائية,2010-12-20,Out,,142.06233,0,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Review for E-Waste
545600010.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",ENG345,عقاد,دائرة الهندسة الكهربائية,2010-12-20,Out,,142.06233,0,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Review for E-Waste
545600011.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2010-12-20,Damage,9/14/2020,142.06233,1,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
545600012.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",Aggad241,عقاد,دائرة الهندسة الميكانيكية والميكاترونكس,2010-12-20,Out,,142.06233,0,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Review for E-Waste
545600013.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",ENG345,عقاد,دائرة الهندسة الكهربائية,2010-12-20,Out,,142.06233,0,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Review for E-Waste
545600014.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",Masri221,عقاد,دائرة الهندسة الكهربائية,2010-12-20,Out,,142.06233,0,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Review for E-Waste
545600015.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",Aggad331/2,عقاد,دائرة الهندسة الكهربائية,2010-12-20,Out,,142.06233,0,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Review for E-Waste
545600016.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",Baramki134,برامكي,قسم الدعم الفني,2010-12-20,Out,,142.06233,0,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Review for E-Waste
546600001.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",,Unknown,Unknown,2010-12-20,Damage,6/20/2020,444.86914,1,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Recycle / Dispose
546600002.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",,Unknown,Unknown,2010-12-20,Damage,8/28/2017,444.86914,1,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Recycle / Dispose
546600003.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2010-12-20,Damage,6/20/2020,142.06233,1,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
546600004.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,عقاد,Unknown,2010-12-20,Out,,142.06233,0,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Review for E-Waste
545200001.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",,Unknown,Unknown,2010-12-20,Damage,8/29/2019,444.86914,1,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Recycle / Dispose
545200002.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",Aggad344,عقاد,قسم الدعم الفني,2010-12-20,Out,,444.86914,0,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
545200003.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2010-12-20,Damage,6/20/2020,142.06233,1,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
545200004.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2010-12-20,Damage,8/19/2020,142.06233,1,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
544200001.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",Bahrain326,البحرين,دائرة العلوم الإجتماعية والسلوكية,2010-12-20,Out,,444.86914,0,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
544200002.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",,Unknown,Unknown,2010-12-20,Damage,6/20/2020,444.86914,1,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Recycle / Dispose
544200003.0,"HP Elite book 6440b ,i5-520 CPU ,4GB RAM,DDR3 ,250GB Hard disk ,NVIDIA NVS 3100M graphics with 512 MB ,14""LCD Screen ,6 Cell Battery ,90 w power ,HP Carrying case",,Unknown,Unknown,2010-12-20,Damage,6/20/2020,722.50645,1,15.38945927446954,display,7,3,1,1,0.0,180.6266125,180.6266125,Recycle / Dispose
544200004.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2010-12-20,Damage,2/26/2020,142.06233,1,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
544200005.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2010-12-20,Damage,6/20/2020,142.06233,1,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
558000001.0,"Vivitek  LCD Projector #D511 ,2600 ANSI ,XGA(1024*768),HDMI input , bag included",IOL343,معهد الحقوق,كلية الحقوق والإدارة العامة,2011-01-04,Out,,580.671,0,15.34839151266256,display,7,3,1,1,0.0,145.16775,145.16775,Review for E-Waste
545500001.0,"Vivitek  LCD Projector #D511 ,2600 ANSI ,XGA(1024*768),HDMI input , bag included",A.Shaheen233,عزيز شاهين,قسم الدعم الفني,2010-12-20,Out,,580.671,0,15.38945927446954,display,7,3,1,1,0.0,145.16775,145.16775,Review for E-Waste
545500002.0,"Vivitek  LCD Projector #D511 ,2600 ANSI ,XGA(1024*768),HDMI input , bag included",A.Shaheen233,عزيز شاهين,دائرة الجغرافية,2010-12-20,Out,,580.671,0,15.38945927446954,display,7,3,1,1,0.0,145.16775,145.16775,Review for E-Waste
557100001.0,HP Scanner G3010,Bamieh312,بامية,كلية التربية,2010-12-20,Out,,82.80411,0,15.38945927446954,printer,6,2,1,1,0.0,20.7010275,20.7010275,Review for E-Waste
557200001.0,HP battery  for laptop 6910p,,Unknown,Unknown,2010-12-20,In,,158.29843,0,15.38945927446954,computer,5,3,1,1,0.0,39.5746075,39.5746075,Review for E-Waste
544300001.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",,Unknown,Unknown,2010-12-20,Damage,3/2/2020,444.86914,1,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Recycle / Dispose
544300002.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",,Unknown,Unknown,2010-12-20,Damage,6/20/2020,444.86914,1,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Recycle / Dispose
544300003.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",A.Shaheen355,عزيز شاهين,دائرة اللغة العربية وآدابها,2010-12-20,Out,,444.86914,0,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
544300004.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2010-12-20,Damage,6/20/2020,142.06233,1,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
544300005.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2010-12-20,Damage,3/2/2020,142.06233,1,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
544300006.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",A.Shaheen355,عزيز شاهين,دائرة اللغة العربية وآدابها,2010-12-20,Out,,142.06233,0,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Review for E-Waste
544100001.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",Baramki134,برامكي,قسم الدعم الفني,2010-12-20,Out,,444.86914,0,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Review for E-Waste
544100002.0,"HP Compaq 6000 Pro, CPU Q8400 , 4 GB RAM ,320GB ,7200RPM ,ATI Radeon HD 4550,HP USB Optical mouse ,HP USB Standard JB Keyboard",,Unknown,Unknown,2010-12-20,Damage,11/26/2020,444.86914,1,15.38945927446954,other,6,2,1,1,0.0,111.217285,111.217285,Recycle / Dispose
544100003.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",KNH136,قاعة كمال ناصر,قسم الدعم الفني,2010-12-20,Out,,142.06233,0,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Review for E-Waste
544100004.0,"HP DVI  LCD Monitor 19"" ,Model # LA1951g",,Unknown,Unknown,2010-12-20,Damage,11/26/2020,142.06233,1,15.38945927446954,display,7,3,1,1,0.0,35.5155825,35.5155825,Recycle / Dispose
